gene_id	gene_name	mean_methylation	median_methylation	n_sites	mean_cov
ENSG00000282218.1	ENSG00000282218	0.03488372093023256	0.0	86	1.0
ENSG00000285554.1	LINC02988	0.03488372093023256	0.0	86	1.0
ENSG00000118363.13	SPCS2	0.023255813953488372	0.0	86	1.0
ENSG00000171914.17	TLN2	0.023255813953488372	0.0	86	1.0
ENSG00000196199.14	MPHOSPH8	0.023255813953488372	0.0	86	1.0
ENSG00000197321.16	SVIL	0.023255813953488372	0.0	86	1.0
ENSG00000150867.14	PIP4K2A	0.011627906976744186	0.0	86	1.0
ENSG00000223685.8	LINC00571	0.011627906976744186	0.0	86	1.0
ENSG00000254530.2	LINC02755	0.011627906976744186	0.0	86	1.0
ENSG00000112782.19	CLIC5	0.0	0.0	86	1.0
ENSG00000169851.16	PCDH7	0.0	0.0	86	1.0
ENSG00000198886.2	MT-ND4	0.0	0.0	86	1.0
ENSG00000157637.13	SLC38A10	0.18823529411764706	0.0	85	1.0
ENSG00000134283.18	PPHLN1	0.09411764705882353	0.0	85	1.0
ENSG00000172992.13	DCAKD	0.09411764705882353	0.0	85	1.0
ENSG00000127124.16	HIVEP3	0.03529411764705882	0.0	85	1.0
ENSG00000158019.21	BABAM2	0.03529411764705882	0.0	85	1.0
ENSG00000226965.2	ENSG00000226965	0.03529411764705882	0.0	85	1.0
ENSG00000080822.17	CLDND1	0.023529411764705882	0.0	85	1.0
ENSG00000172159.16	FRMD3	0.023529411764705882	0.0	85	1.0
ENSG00000214216.11	IQCJ	0.023529411764705882	0.0	85	1.0
ENSG00000116147.18	TNR	0.011764705882352941	0.0	85	1.0
ENSG00000175262.15	C1orf127	0.011764705882352941	0.0	85	1.0
ENSG00000178440.9	TIMM23B-AGAP6	0.011764705882352941	0.0	85	1.0
ENSG00000204152.14	TIMM23B	0.011764705882352941	0.0	85	1.0
ENSG00000227345.9	PARG	0.011764705882352941	0.0	85	1.0
ENSG00000132932.19	ATP8A2	0.0	0.0	85	1.0
ENSG00000204442.4	NALF1	0.0	0.0	85	1.0
ENSG00000101076.20	HNF4A	0.07142857142857142	0.0	84	1.0
ENSG00000103042.9	SLC38A7	0.07142857142857142	0.0	84	1.0
ENSG00000163866.9	SMIM12	0.05952380952380952	0.0	84	1.0
ENSG00000255811.1	ENSG00000255811	0.05952380952380952	0.0	84	1.0
ENSG00000135537.17	AFG1L	0.047619047619047616	0.0	84	1.0
ENSG00000287044.1	ENSG00000287044	0.047619047619047616	0.0	84	1.0
ENSG00000132874.15	SLC14A2	0.03571428571428571	0.0	84	1.0
ENSG00000171791.14	BCL2	0.03571428571428571	0.0	84	1.0
ENSG00000267097.1	SLC14A2-AS1	0.03571428571428571	0.0	84	1.0
ENSG00000146263.12	MMS22L	0.023809523809523808	0.0	84	1.0
ENSG00000284677.1	ENSG00000284677	0.023809523809523808	0.0	84	1.0
ENSG00000289118.1	ENSG00000289118	0.023809523809523808	0.0	84	1.0
ENSG00000136010.14	ALDH1L2	0.011904761904761904	0.0	84	1.0
ENSG00000151131.11	NOPCHAP1	0.011904761904761904	0.0	84	1.0
ENSG00000112062.12	MAPK14	0.0	0.0	84	1.0
ENSG00000136167.15	LCP1	0.0	0.0	84	1.0
ENSG00000139970.18	RTN1	0.0	0.0	84	1.0
ENSG00000164066.13	INTU	0.0	0.0	84	1.0
ENSG00000167355.8	OR51B5	0.0	0.0	84	1.0
ENSG00000196228.5	SULT1C3	0.0	0.0	84	1.0
ENSG00000196565.15	HBG2	0.0	0.0	84	1.0
ENSG00000213931.7	HBE1	0.0	0.0	84	1.0
ENSG00000235903.11	CPB2-AS1	0.0	0.0	84	1.0
ENSG00000239920.2	ENSG00000239920	0.0	0.0	84	1.0
ENSG00000254775.2	ENSG00000254775	0.0	0.0	84	1.0
ENSG00000007392.17	LUC7L	0.13253012048192772	0.0	83	1.0
ENSG00000196189.14	SEMA4A	0.13253012048192772	0.0	83	1.0
ENSG00000085741.14	WNT11	0.12048192771084337	0.0	83	1.0
ENSG00000099331.14	MYO9B	0.07228915662650602	0.0	83	1.0
ENSG00000120278.17	PLEKHG1	0.07228915662650602	0.0	83	1.0
ENSG00000198836.11	OPA1	0.04819277108433735	0.0	83	1.0
ENSG00000286368.1	ENSG00000286368	0.04819277108433735	0.0	83	1.0
ENSG00000110435.13	PDHX	0.03614457831325301	0.0	83	1.0
ENSG00000124782.21	RREB1	0.03614457831325301	0.0	83	1.0
ENSG00000254812.3	ENSG00000254812	0.03614457831325301	0.0	83	1.0
ENSG00000124198.10	ARFGEF2	0.024096385542168676	0.0	83	1.0
ENSG00000149294.18	NCAM1	0.024096385542168676	0.0	83	1.0
ENSG00000104324.16	CPQ	0.0	0.0	83	1.0
ENSG00000104432.15	IL7	0.0	0.0	83	1.0
ENSG00000114423.23	CBLB	0.0	0.0	83	1.0
ENSG00000159527.4	PGLYRP3	0.0	0.0	83	1.0
ENSG00000225516.8	FAM197Y5	0.0	0.0	83	1.0
ENSG00000233355.7	CHRM3-AS2	0.0	0.0	83	1.0
ENSG00000259769.1	ENSG00000259769	0.0	0.0	83	1.0
ENSG00000196132.14	MYT1	0.13414634146341464	0.0	82	1.0
ENSG00000108854.16	SMURF2	0.07317073170731707	0.0	82	1.0
ENSG00000172554.12	SNTG2	0.07317073170731707	0.0	82	1.0
ENSG00000174485.16	DENND4A	0.06097560975609756	0.0	82	1.0
ENSG00000088205.13	DDX18	0.04878048780487805	0.0	82	1.0
ENSG00000133401.16	PDZD2	0.04878048780487805	0.0	82	1.0
ENSG00000253194.2	ENSG00000253194	0.04878048780487805	0.0	82	1.0
ENSG00000267039.1	ENSG00000267039	0.04878048780487805	0.0	82	1.0
ENSG00000141293.16	SKAP1	0.036585365853658534	0.0	82	1.0
ENSG00000254083.6	LINC01591	0.036585365853658534	0.0	82	1.0
ENSG00000134030.14	CTIF	0.024390243902439025	0.0	82	1.0
ENSG00000134769.23	DTNA	0.024390243902439025	0.0	82	1.0
ENSG00000153802.12	TMPRSS11D	0.024390243902439025	0.0	82	1.0
ENSG00000248049.8	UBA6-DT	0.024390243902439025	0.0	82	1.0
ENSG00000174799.12	CEP135	0.012195121951219513	0.0	82	1.0
ENSG00000268621.6	IGFL2-AS1	0.012195121951219513	0.0	82	1.0
ENSG00000131149.19	GSE1	0.0	0.0	82	1.0
ENSG00000233806.9	LINC01237	0.1728395061728395	0.0	81	1.0
ENSG00000175155.11	YPEL2	0.1111111111111111	0.0	81	1.0
ENSG00000143374.18	TARS2	0.09876543209876543	0.0	81	1.0
ENSG00000154370.16	TRIM11	0.09876543209876543	0.0	81	1.0
ENSG00000104133.16	SPG11	0.07407407407407407	0.0	81	1.0
ENSG00000156535.15	CD109	0.06172839506172839	0.0	81	1.0
ENSG00000108219.16	TSPAN14	0.04938271604938271	0.0	81	1.0
ENSG00000127337.7	YEATS4	0.04938271604938271	0.0	81	1.0
ENSG00000166900.17	STX3	0.04938271604938271	0.0	81	1.0
ENSG00000179104.9	TMTC2	0.04938271604938271	0.0	81	1.0
ENSG00000094841.14	UPRT	0.037037037037037035	0.0	81	1.0
ENSG00000133812.18	SBF2	0.037037037037037035	0.0	81	1.0
ENSG00000177119.17	ANO6	0.037037037037037035	0.0	81	1.0
ENSG00000204740.11	MALRD1	0.037037037037037035	0.0	81	1.0
ENSG00000151491.14	EPS8	0.024691358024691357	0.0	81	1.0
ENSG00000152601.18	MBNL1	0.024691358024691357	0.0	81	1.0
ENSG00000182752.10	PAPPA	0.024691358024691357	0.0	81	1.0
ENSG00000229619.6	MBNL1-AS1	0.024691358024691357	0.0	81	1.0
ENSG00000286147.1	ENSG00000286147	0.024691358024691357	0.0	81	1.0
ENSG00000142892.15	PIGK	0.012345679012345678	0.0	81	1.0
ENSG00000148848.15	ADAM12	0.012345679012345678	0.0	81	1.0
ENSG00000158813.18	EDA	0.012345679012345678	0.0	81	1.0
ENSG00000164841.5	TMEM74	0.012345679012345678	0.0	81	1.0
ENSG00000116473.15	RAP1A	0.0	0.0	81	1.0
ENSG00000197852.12	INKA2	0.0	0.0	81	1.0
ENSG00000248690.8	HAS2-AS1	0.1625	0.0	80	1.0
ENSG00000246214.3	RETREG1-AS1	0.0875	0.0	80	1.0
ENSG00000048028.12	USP28	0.0625	0.0	80	1.0
ENSG00000157470.12	FAM81A	0.0625	0.0	80	1.0
ENSG00000254333.1	NDST1-AS1	0.05	0.0	80	1.0
ENSG00000043039.7	BARX2	0.0375	0.0	80	1.0
ENSG00000102595.22	UGGT2	0.025	0.0	80	1.0
ENSG00000154124.6	OTULIN	0.025	0.0	80	1.0
ENSG00000155849.16	ELMO1	0.025	0.0	80	1.0
ENSG00000175497.17	DPP10	0.025	0.0	80	1.0
ENSG00000204231.11	RXRB	0.025	0.0	80	1.0
ENSG00000065485.20	PDIA5	0.0125	0.0	80	1.0
ENSG00000154309.9	DISP1	0.0125	0.0	80	1.0
ENSG00000236548.3	RNF217-AS1	0.0125	0.0	80	1.0
ENSG00000253853.3	ENSG00000253853	0.0125	0.0	80	1.0
ENSG00000123096.12	SSPN	0.0	0.0	80	1.0
ENSG00000154529.15	CNTNAP3B	0.0	0.0	80	1.0
ENSG00000238099.3	LINC01625	0.0	0.0	80	1.0
ENSG00000255750.6	ENSG00000255750	0.0	0.0	80	1.0
ENSG00000256234.1	ITPR2-AS1	0.0	0.0	80	1.0
ENSG00000137274.13	BPHL	0.1518987341772152	0.0	79	1.0
ENSG00000228170.1	ENSG00000228170	0.1518987341772152	0.0	79	1.0
ENSG00000139131.13	YARS2	0.13924050632911392	0.0	79	1.0
ENSG00000143603.19	KCNN3	0.06329113924050633	0.0	79	1.0
ENSG00000062485.19	CS	0.05063291139240506	0.0	79	1.0
ENSG00000230590.13	FTX	0.05063291139240506	0.0	79	1.0
ENSG00000184384.15	MAML2	0.0379746835443038	0.0	79	1.0
ENSG00000197024.9	ZNF398	0.0379746835443038	0.0	79	1.0
ENSG00000152217.20	SETBP1	0.02531645569620253	0.0	79	1.0
ENSG00000198105.16	ZNF248	0.02531645569620253	0.0	79	1.0
ENSG00000256469.1	ENSG00000256469	0.02531645569620253	0.0	79	1.0
ENSG00000265844.1	ENSG00000265844	0.02531645569620253	0.0	79	1.0
ENSG00000085276.19	MECOM	0.012658227848101266	0.0	79	1.0
ENSG00000089505.18	CMTM1	0.012658227848101266	0.0	79	1.0
ENSG00000254788.7	CKLF-CMTM1	0.012658227848101266	0.0	79	1.0
ENSG00000261609.8	GAN	0.012658227848101266	0.0	79	1.0
ENSG00000110400.11	NECTIN1	0.0	0.0	79	1.0
ENSG00000118492.19	ADGB	0.0	0.0	79	1.0
ENSG00000172264.19	MACROD2	0.0	0.0	79	1.0
ENSG00000237975.7	FLG-AS1	0.0	0.0	79	1.0
ENSG00000248555.7	LINC01339	0.0	0.0	79	1.0
ENSG00000157077.16	ZFYVE9	0.1794871794871795	0.0	78	1.0
ENSG00000175198.17	PCCA	0.10256410256410256	0.0	78	1.0
ENSG00000074416.16	MGLL	0.07692307692307693	0.0	78	1.0
ENSG00000119185.13	ITGB1BP1	0.07692307692307693	0.0	78	1.0
ENSG00000164808.17	SPIDR	0.0641025641025641	0.0	78	1.0
ENSG00000059691.12	GATB	0.038461538461538464	0.0	78	1.0
ENSG00000179532.13	DNHD1	0.038461538461538464	0.0	78	1.0
ENSG00000234997.3	LINC02966	0.038461538461538464	0.0	78	1.0
ENSG00000243478.10	AOX2P	0.038461538461538464	0.0	78	1.0
ENSG00000287860.3	ENSG00000287860	0.038461538461538464	0.0	78	1.0
ENSG00000290906.1	ENSG00000290906	0.038461538461538464	0.0	78	1.0
ENSG00000291166.1	ENSG00000291166	0.038461538461538464	0.0	78	1.0
ENSG00000009724.18	MASP2	0.02564102564102564	0.0	78	1.0
ENSG00000047617.18	ANO2	0.01282051282051282	0.0	78	1.0
ENSG00000114013.16	CD86	0.01282051282051282	0.0	78	1.0
ENSG00000124507.11	PACSIN1	0.01282051282051282	0.0	78	1.0
ENSG00000168594.15	ADAM29	0.01282051282051282	0.0	78	1.0
ENSG00000173163.11	COMMD1	0.01282051282051282	0.0	78	1.0
ENSG00000229839.6	ENSG00000229839	0.01282051282051282	0.0	78	1.0
ENSG00000234426.3	ENSG00000234426	0.01282051282051282	0.0	78	1.0
ENSG00000001497.18	LAS1L	0.0	0.0	78	1.0
ENSG00000102053.13	ZC3H12B	0.0	0.0	78	1.0
ENSG00000130414.13	NDUFA10	0.11688311688311688	0.0	77	1.0
ENSG00000148606.15	POLR3A	0.11688311688311688	0.0	77	1.0
ENSG00000103199.14	ZNF500	0.1038961038961039	0.0	77	1.0
ENSG00000198771.11	RCSD1	0.09090909090909091	0.0	77	1.0
ENSG00000092871.17	RFFL	0.07792207792207792	0.0	77	1.0
ENSG00000267618.5	ENSG00000267618	0.07792207792207792	0.0	77	1.0
ENSG00000078699.22	CBFA2T2	0.06493506493506493	0.0	77	1.0
ENSG00000116641.18	DOCK7	0.05194805194805195	0.0	77	1.0
ENSG00000175509.8	ACRP1	0.05194805194805195	0.0	77	1.0
ENSG00000119487.17	MAPKAP1	0.03896103896103896	0.0	77	1.0
ENSG00000166069.14	TMCO5A	0.03896103896103896	0.0	77	1.0
ENSG00000173124.15	ACSM6	0.03896103896103896	0.0	77	1.0
ENSG00000253154.4	ENSG00000253154	0.03896103896103896	0.0	77	1.0
ENSG00000285768.1	LINC02849	0.03896103896103896	0.0	77	1.0
ENSG00000287426.1	ENSG00000287426	0.03896103896103896	0.0	77	1.0
ENSG00000166501.14	PRKCB	0.025974025974025976	0.0	77	1.0
ENSG00000255028.5	ENSG00000255028	0.025974025974025976	0.0	77	1.0
ENSG00000080224.18	EPHA6	0.012987012987012988	0.0	77	1.0
ENSG00000101745.17	ANKRD12	0.012987012987012988	0.0	77	1.0
ENSG00000138032.21	PPM1B	0.012987012987012988	0.0	77	1.0
ENSG00000155886.12	SLC24A2	0.012987012987012988	0.0	77	1.0
ENSG00000174473.17	GALNTL6	0.012987012987012988	0.0	77	1.0
ENSG00000254485.5	ENSG00000254485	0.012987012987012988	0.0	77	1.0
ENSG00000265257.5	ENSG00000265257	0.012987012987012988	0.0	77	1.0
ENSG00000285542.1	ENSG00000285542	0.012987012987012988	0.0	77	1.0
ENSG00000123104.12	ITPR2	0.0	0.0	77	1.0
ENSG00000150873.12	C2orf50	0.0	0.0	77	1.0
ENSG00000175820.4	CCDC168	0.0	0.0	77	1.0
ENSG00000227115.10	LINC01630	0.0	0.0	77	1.0
ENSG00000235819.2	ENSG00000235819	0.0	0.0	77	1.0
ENSG00000238087.3	FMO8P	0.0	0.0	77	1.0
ENSG00000289605.1	ENSG00000289605	0.0	0.0	77	1.0
ENSG00000229335.2	DANT1	0.19736842105263158	0.0	76	1.0
ENSG00000235244.6	DANT2	0.19736842105263158	0.0	76	1.0
ENSG00000134815.19	DHX34	0.13157894736842105	0.0	76	1.0
ENSG00000228918.5	LINC01344	0.10526315789473684	0.0	76	1.0
ENSG00000111218.12	PRMT8	0.09210526315789473	0.0	76	1.0
ENSG00000261273.1	ENSG00000261273	0.07894736842105263	0.0	76	1.0
ENSG00000041515.16	MYO16	0.06578947368421052	0.0	76	1.0
ENSG00000077157.23	PPP1R12B	0.06578947368421052	0.0	76	1.0
ENSG00000120913.24	PDLIM2	0.06578947368421052	0.0	76	1.0
ENSG00000088280.21	ASAP3	0.039473684210526314	0.0	76	1.0
ENSG00000146090.16	RASGEF1C	0.039473684210526314	0.0	76	1.0
ENSG00000099284.15	MACROH2A2	0.02631578947368421	0.0	76	1.0
ENSG00000185261.16	KIAA0825	0.02631578947368421	0.0	76	1.0
ENSG00000286622.1	ENSG00000286622	0.02631578947368421	0.0	76	1.0
ENSG00000287478.1	ENSG00000287478	0.02631578947368421	0.0	76	1.0
ENSG00000155307.19	SAMSN1	0.013157894736842105	0.0	76	1.0
ENSG00000070190.13	DAPP1	0.0	0.0	76	1.0
ENSG00000101349.17	PAK5	0.0	0.0	76	1.0
ENSG00000182247.11	UBE2E2	0.0	0.0	76	1.0
ENSG00000183662.12	TAFA1	0.0	0.0	76	1.0
ENSG00000198888.2	MT-ND1	0.0	0.0	76	1.0
ENSG00000227803.2	ENSG00000227803	0.0	0.0	76	1.0
ENSG00000254186.3	ENSG00000254186	0.0	0.0	76	1.0
ENSG00000287614.1	ENSG00000287614	0.0	0.0	76	1.0
ENSG00000198604.11	BAZ1A	0.12	0.0	75	1.0
ENSG00000140332.18	TLE3	0.08	0.0	75	1.0
ENSG00000130035.9	GALNT8	0.06666666666666667	0.0	75	1.0
ENSG00000112799.9	LY86	0.05333333333333334	0.0	75	1.0
ENSG00000137941.17	TTLL7	0.05333333333333334	0.0	75	1.0
ENSG00000241359.1	SYNPR-AS1	0.05333333333333334	0.0	75	1.0
ENSG00000115524.17	SF3B1	0.04	0.0	75	1.0
ENSG00000198671.3	ENSG00000198671	0.04	0.0	75	1.0
ENSG00000113648.17	MACROH2A1	0.02666666666666667	0.0	75	1.0
ENSG00000119681.12	LTBP2	0.02666666666666667	0.0	75	1.0
ENSG00000150630.4	VEGFC	0.02666666666666667	0.0	75	1.0
ENSG00000224186.8	PITX1-AS1	0.02666666666666667	0.0	75	1.0
ENSG00000077549.19	CAPZB	0.013333333333333334	0.0	75	1.0
ENSG00000129048.7	ACKR4	0.013333333333333334	0.0	75	1.0
ENSG00000176204.14	LRRTM4	0.013333333333333334	0.0	75	1.0
ENSG00000285791.1	ENSG00000285791	0.013333333333333334	0.0	75	1.0
ENSG00000050405.14	LIMA1	0.0	0.0	75	1.0
ENSG00000179520.11	SLC17A8	0.0	0.0	75	1.0
ENSG00000184374.3	COLEC10	0.0	0.0	75	1.0
ENSG00000287474.1	ENSG00000287474	0.0	0.0	75	1.0
ENSG00000160360.13	GPSM1	0.3108108108108108	0.0	74	1.0
ENSG00000156735.11	BAG4	0.16216216216216217	0.0	74	1.0
ENSG00000253281.7	ENSG00000253281	0.08108108108108109	0.0	74	1.0
ENSG00000259508.1	ENSG00000259508	0.06756756756756757	0.0	74	1.0
ENSG00000170271.11	FAXDC2	0.05405405405405406	0.0	74	1.0
ENSG00000175946.9	KLHL38	0.05405405405405406	0.0	74	1.0
ENSG00000178809.12	TRIM73	0.05405405405405406	0.0	74	1.0
ENSG00000198597.10	ZNF536	0.05405405405405406	0.0	74	1.0
ENSG00000256683.7	ZNF350	0.05405405405405406	0.0	74	1.0
ENSG00000280061.1	ENSG00000280061	0.05405405405405406	0.0	74	1.0
ENSG00000081051.8	AFP	0.04054054054054054	0.0	74	1.0
ENSG00000168778.13	TCTN2	0.04054054054054054	0.0	74	1.0
ENSG00000225652.2	KCNMA1-AS3	0.04054054054054054	0.0	74	1.0
ENSG00000184571.14	PIWIL3	0.02702702702702703	0.0	74	1.0
ENSG00000086200.17	IPO11	0.013513513513513514	0.0	74	1.0
ENSG00000153253.20	SCN3A	0.013513513513513514	0.0	74	1.0
ENSG00000166676.17	TVP23A	0.013513513513513514	0.0	74	1.0
ENSG00000174373.17	RALGAPA1	0.013513513513513514	0.0	74	1.0
ENSG00000236283.5	ENSG00000236283	0.013513513513513514	0.0	74	1.0
ENSG00000287523.1	ENSG00000287523	0.013513513513513514	0.0	74	1.0
ENSG00000288643.1	ENSG00000288643	0.013513513513513514	0.0	74	1.0
ENSG00000138658.16	ZGRF1	0.0	0.0	74	1.0
ENSG00000188312.15	CENPP	0.0	0.0	74	1.0
ENSG00000224008.1	LINC01441	0.0	0.0	74	1.0
ENSG00000249509.1	NEUROG2-AS1	0.0	0.0	74	1.0
ENSG00000259995.1	ENSG00000259995	0.0	0.0	74	1.0
ENSG00000287694.1	ENSG00000287694	0.0	0.0	74	1.0
ENSG00000183569.18	SERHL2	0.1232876712328767	0.0	73	1.0
ENSG00000291035.1	RRP7BP	0.1232876712328767	0.0	73	1.0
ENSG00000116120.11	FARSB	0.0958904109589041	0.0	73	1.0
ENSG00000121964.15	GTDC1	0.0821917808219178	0.0	73	1.0
ENSG00000087303.19	NID2	0.0684931506849315	0.0	73	1.0
ENSG00000174243.11	DDX23	0.0684931506849315	0.0	73	1.0
ENSG00000272142.4	LYRM4-AS1	0.0684931506849315	0.0	73	1.0
ENSG00000289116.1	ENSG00000289116	0.0684931506849315	0.0	73	1.0
ENSG00000115239.24	ASB3	0.0547945205479452	0.0	73	1.0
ENSG00000120685.20	PROSER1	0.0547945205479452	0.0	73	1.0
ENSG00000137478.15	FCHSD2	0.0410958904109589	0.0	73	1.0
ENSG00000143033.18	MTF2	0.0410958904109589	0.0	73	1.0
ENSG00000253896.3	ENSG00000253896	0.0273972602739726	0.0	73	1.0
ENSG00000273540.5	AGBL1	0.0273972602739726	0.0	73	1.0
ENSG00000151790.9	TDO2	0.0136986301369863	0.0	73	1.0
ENSG00000169891.18	REPS2	0.0136986301369863	0.0	73	1.0
ENSG00000106443.17	PHF14	0.0	0.0	73	1.0
ENSG00000148634.16	HERC4	0.0	0.0	73	1.0
ENSG00000234752.1	LINC02676	0.0	0.0	73	1.0
ENSG00000248138.5	ENSG00000248138	0.0	0.0	73	1.0
ENSG00000107485.18	GATA3	0.20833333333333334	0.0	72	1.0
ENSG00000164619.10	BMPER	0.1388888888888889	0.0	72	1.0
ENSG00000132010.16	ZNF20	0.125	0.0	72	1.0
ENSG00000213297.8	ZNF625-ZNF20	0.125	0.0	72	1.0
ENSG00000135702.15	CHST5	0.1111111111111111	0.0	72	1.0
ENSG00000260092.1	ENSG00000260092	0.1111111111111111	0.0	72	1.0
ENSG00000072832.15	CRMP1	0.09722222222222222	0.0	72	1.0
ENSG00000075142.14	SRI	0.08333333333333333	0.0	72	1.0
ENSG00000197905.10	TEAD4	0.08333333333333333	0.0	72	1.0
ENSG00000170579.19	DLGAP1	0.06944444444444445	0.0	72	1.0
ENSG00000151474.23	FRMD4A	0.041666666666666664	0.0	72	1.0
ENSG00000255839.1	ENSG00000255839	0.041666666666666664	0.0	72	1.0
ENSG00000090975.14	PITPNM2	0.027777777777777776	0.0	72	1.0
ENSG00000138175.9	ARL3	0.027777777777777776	0.0	72	1.0
ENSG00000155827.12	RNF20	0.027777777777777776	0.0	72	1.0
ENSG00000182601.7	HS3ST4	0.027777777777777776	0.0	72	1.0
ENSG00000286872.1	ENSG00000286872	0.027777777777777776	0.0	72	1.0
ENSG00000147485.13	PXDNL	0.013888888888888888	0.0	72	1.0
ENSG00000147697.10	GSDMC	0.013888888888888888	0.0	72	1.0
ENSG00000151414.15	NEK7	0.013888888888888888	0.0	72	1.0
ENSG00000273118.1	ENSG00000273118	0.013888888888888888	0.0	72	1.0
ENSG00000285638.1	ENSG00000285638	0.013888888888888888	0.0	72	1.0
ENSG00000119522.18	DENND1A	0.0	0.0	72	1.0
ENSG00000143473.14	KCNH1	0.0	0.0	72	1.0
ENSG00000175093.5	SPSB4	0.0	0.0	72	1.0
ENSG00000185565.13	LSAMP	0.0	0.0	72	1.0
ENSG00000234898.1	CHEK2P3	0.0	0.0	72	1.0
ENSG00000180815.15	MAP3K15	0.09859154929577464	0.0	71	1.0
ENSG00000213339.9	QTRT1	0.09859154929577464	0.0	71	1.0
ENSG00000161944.17	ASGR2	0.08450704225352113	0.0	71	1.0
ENSG00000140718.22	FTO	0.07042253521126761	0.0	71	1.0
ENSG00000285534.1	ENSG00000285534	0.056338028169014086	0.0	71	1.0
ENSG00000107295.10	SH3GL2	0.04225352112676056	0.0	71	1.0
ENSG00000140577.17	CRTC3	0.04225352112676056	0.0	71	1.0
ENSG00000085563.15	ABCB1	0.028169014084507043	0.0	71	1.0
ENSG00000121741.17	ZMYM2	0.028169014084507043	0.0	71	1.0
ENSG00000122861.16	PLAU	0.028169014084507043	0.0	71	1.0
ENSG00000126883.19	NUP214	0.028169014084507043	0.0	71	1.0
ENSG00000222047.9	C10orf55	0.028169014084507043	0.0	71	1.0
ENSG00000236986.6	ENSG00000236986	0.028169014084507043	0.0	71	1.0
ENSG00000251410.2	ENSG00000251410	0.028169014084507043	0.0	71	1.0
ENSG00000089472.18	HEPH	0.014084507042253521	0.0	71	1.0
ENSG00000188280.11	FAM230G	0.014084507042253521	0.0	71	1.0
ENSG00000221878.13	PSG7	0.014084507042253521	0.0	71	1.0
ENSG00000235578.1	ENSG00000235578	0.014084507042253521	0.0	71	1.0
ENSG00000274642.1	ENSG00000274642	0.014084507042253521	0.0	71	1.0
ENSG00000290569.1	ENSG00000290569	0.014084507042253521	0.0	71	1.0
ENSG00000183023.19	SLC8A1	0.0	0.0	71	1.0
ENSG00000222036.8	POTEM	0.0	0.0	71	1.0
ENSG00000154710.18	RABGEF1	0.11428571428571428	0.0	70	1.0
ENSG00000284461.2	ENSG00000284461	0.11428571428571428	0.0	70	1.0
ENSG00000221955.11	SLC12A8	0.07142857142857142	0.0	70	1.0
ENSG00000133627.18	ACTR3B	0.05714285714285714	0.0	70	1.0
ENSG00000169249.14	ZRSR2	0.05714285714285714	0.0	70	1.0
ENSG00000242396.2	ENSG00000242396	0.05714285714285714	0.0	70	1.0
ENSG00000064655.19	EYA2	0.04285714285714286	0.0	70	1.0
ENSG00000110917.8	MLEC	0.04285714285714286	0.0	70	1.0
ENSG00000231689.3	LINC01090	0.04285714285714286	0.0	70	1.0
ENSG00000162631.20	NTNG1	0.02857142857142857	0.0	70	1.0
ENSG00000118733.17	OLFM3	0.014285714285714285	0.0	70	1.0
ENSG00000164023.15	SGMS2	0.014285714285714285	0.0	70	1.0
ENSG00000227117.6	HORMAD2-AS1	0.014285714285714285	0.0	70	1.0
ENSG00000245832.7	MIR4300HG	0.014285714285714285	0.0	70	1.0
ENSG00000084676.16	NCOA1	0.0	0.0	70	1.0
ENSG00000158321.19	AUTS2	0.0	0.0	70	1.0
ENSG00000184985.17	SORCS2	0.0	0.0	70	1.0
ENSG00000204634.13	TBC1D8	0.0	0.0	70	1.0
ENSG00000235885.8	LINC01828	0.0	0.0	70	1.0
ENSG00000236780.7	LINC01829	0.0	0.0	70	1.0
ENSG00000245768.7	ENSG00000245768	0.0	0.0	70	1.0
ENSG00000273919.1	ENSG00000273919	0.0	0.0	70	1.0
ENSG00000287722.1	ENSG00000287722	0.0	0.0	70	1.0
ENSG00000287867.1	ENSG00000287867	0.0	0.0	70	1.0
ENSG00000288768.1	ENSG00000288768	0.0	0.0	70	1.0
ENSG00000006194.11	ZNF263	0.13043478260869565	0.0	69	1.0
ENSG00000092201.10	SUPT16H	0.13043478260869565	0.0	69	1.0
ENSG00000008256.17	CYTH3	0.11594202898550725	0.0	69	1.0
ENSG00000165379.14	LRFN5	0.08695652173913043	0.0	69	1.0
ENSG00000101346.15	POFUT1	0.07246376811594203	0.0	69	1.0
ENSG00000112759.19	SLC29A1	0.07246376811594203	0.0	69	1.0
ENSG00000171189.18	GRIK1	0.07246376811594203	0.0	69	1.0
ENSG00000183960.9	KCNH8	0.07246376811594203	0.0	69	1.0
ENSG00000239605.11	STPG4	0.07246376811594203	0.0	69	1.0
ENSG00000273269.3	ENSG00000273269	0.07246376811594203	0.0	69	1.0
ENSG00000077009.14	NMRK2	0.057971014492753624	0.0	69	1.0
ENSG00000115594.12	IL1R1	0.057971014492753624	0.0	69	1.0
ENSG00000118515.12	SGK1	0.057971014492753624	0.0	69	1.0
ENSG00000289254.1	ENSG00000289254	0.057971014492753624	0.0	69	1.0
ENSG00000173077.16	DELEC1	0.043478260869565216	0.0	69	1.0
ENSG00000010818.11	HIVEP2	0.028985507246376812	0.0	69	1.0
ENSG00000065320.9	NTN1	0.028985507246376812	0.0	69	1.0
ENSG00000171714.13	ANO5	0.028985507246376812	0.0	69	1.0
ENSG00000054523.20	KIF1B	0.014492753623188406	0.0	69	1.0
ENSG00000173406.16	DAB1	0.014492753623188406	0.0	69	1.0
